Gene,ENSEMBL,Gene Synonyms,Subprocess,Class,Group,Hallmark
HAP1,ENSG00000173805,"HAP2, hHLP1, HIP5, HLP, HLP1",Autophagy-Lysosome Pathway,Autophagosome closure maturation and lysosome fusion,Localization of the autophagosome,Proteostasis
OSBPL1A,ENSG00000141447,"ORP-1, ORP1, OSBP8, OSBPL1, OSBPL1B",Autophagy-Lysosome Pathway,Autophagosome closure maturation and lysosome fusion,Localization of the autophagosome,Proteostasis
VAPA,ENSG00000101558,"hVAP-33, VAP-33, VAP33, VAP-A",Autophagy-Lysosome Pathway,Autophagosome closure maturation and lysosome fusion,Localization of the autophagosome,Proteostasis
ATG4A,ENSG00000101844,"APG4A, AUTL2",Autophagy-Lysosome Pathway,Autophagosome closure maturation and lysosome fusion,Regulation of autophagosome membrane composition,Proteostasis
ATG4B,ENSG00000168397,"APG4B, AUTL1",Autophagy-Lysosome Pathway,Autophagosome closure maturation and lysosome fusion,Regulation of autophagosome membrane composition,Proteostasis
ATG4C,ENSG00000125703,"APG4-C, APG4C, AUTL1, AUTL3",Autophagy-Lysosome Pathway,Autophagosome closure maturation and lysosome fusion,Regulation of autophagosome membrane composition,Proteostasis
ATG4D,ENSG00000130734,"APG4-D, APG4D, AUTL4",Autophagy-Lysosome Pathway,Autophagosome closure maturation and lysosome fusion,Regulation of autophagosome membrane composition,Proteostasis
PIKFYVE,ENSG00000115020,"CFD, FAB1, HEL37, KIAA0981, PIP5K, PIP5K3, ZFYVE29",Autophagy-Lysosome Pathway,Autophagosome closure maturation and lysosome fusion,Regulation of autophagosome membrane composition,Proteostasis
VAC14,ENSG00000103043,"ArPIKfyve, TAX1BP2, TRX",Autophagy-Lysosome Pathway,Autophagosome closure maturation and lysosome fusion,Regulation of autophagosome membrane composition,Proteostasis
FIG4,ENSG00000112367,"ALS11, BTOP, CMT4J, dJ249I4.1, KIAA0274, SAC3, YVS",Autophagy-Lysosome Pathway,Autophagosome closure maturation and lysosome fusion,Regulation of autophagosome membrane composition,Proteostasis
OSBPL1A,ENSG00000141447,"ORP-1, ORP1, OSBP8, OSBPL1, OSBPL1B",Autophagy-Lysosome Pathway,Autophagosome closure maturation and lysosome fusion,Regulation of autophagosome membrane composition,Proteostasis
PI4K2A,ENSG00000155252,"PI4KII, PIK42A",Autophagy-Lysosome Pathway,Autophagosome closure maturation and lysosome fusion,Regulation of autophagosome membrane composition,Proteostasis
INPP5E,ENSG00000148384,"CORS1, CPD4, JBTS1, MORMS, pharbin, PPI5PIV",Autophagy-Lysosome Pathway,Autophagosome closure maturation and lysosome fusion,Regulation of autophagosome membrane composition,Proteostasis
PIK3C3,ENSG00000078142,"hVps34, Vps34, VPS34",Autophagy-Lysosome Pathway,Autophagosome closure maturation and lysosome fusion,"Class 3 PI3K complex 2, direct",Proteostasis
PIK3R4,ENSG00000196455,"p150, VPS15",Autophagy-Lysosome Pathway,Autophagosome closure maturation and lysosome fusion,"Class 3 PI3K complex 2, direct",Proteostasis
BECN1,ENSG00000126581,"ATG6, beclin1, GT197, VPS30",Autophagy-Lysosome Pathway,Autophagosome closure maturation and lysosome fusion,"Class 3 PI3K complex 2, direct",Proteostasis
UVRAG,ENSG00000198382,"DHTX, p63, VPS38",Autophagy-Lysosome Pathway,Autophagosome closure maturation and lysosome fusion,"Class 3 PI3K complex 2, direct",Proteostasis
SH3GLB1,ENSG00000097033,"Bif-1, CGI-61, dJ612B15.2, KIAA0491, PPP1R70",Autophagy-Lysosome Pathway,Autophagosome closure maturation and lysosome fusion,"Class 3 PI3K complex 2, direct",Proteostasis
RUBCN,ENSG00000145016,"KIAA0226, RUBICON, SCAR15",Autophagy-Lysosome Pathway,Autophagosome closure maturation and lysosome fusion,"Class 3 PI3K complex 2, direct",Proteostasis
RUBCNL,ENSG00000102445,"C13orf18, KIAA0226L, PACER",Autophagy-Lysosome Pathway,Autophagosome closure maturation and lysosome fusion,"Class 3 PI3K complex 2, direct",Proteostasis
ZFYVE26,ENSG00000072121,"FYVE-CENT, KIAA0321, SPG15",Autophagy-Lysosome Pathway,Autophagosome closure maturation and lysosome fusion,"Class 3 PI3K complex 2, direct",Proteostasis
FEZ1,ENSG00000149557,UNC-76,Autophagy-Lysosome Pathway,Autophagosome closure maturation and lysosome fusion,"Class 3 PI3K complex 2, direct",Proteostasis
FEZ2,ENSG00000171055,HUM3CL,Autophagy-Lysosome Pathway,Autophagosome closure maturation and lysosome fusion,"Class 3 PI3K complex 2, direct",Proteostasis
SCOC,ENSG00000153130,"HRIHFB2072, SCOCO, UNC-69",Autophagy-Lysosome Pathway,Autophagosome closure maturation and lysosome fusion,"Class 3 PI3K complex 2, direct",Proteostasis
SMURF1,ENSG00000198742,KIAA1625,Autophagy-Lysosome Pathway,Autophagosome closure maturation and lysosome fusion,"Class 3 PI3K complex 2, direct",Proteostasis
HUNK,ENSG00000142149,MAKV,Autophagy-Lysosome Pathway,Autophagosome closure maturation and lysosome fusion,"Class 3 PI3K complex 2, direct",Proteostasis
VTI1B,ENSG00000100568,"v-SNARE, VTI1, VTI1L, VTI1L1, VTI1-LIKE, vti1-rp1, VTI2",Autophagy-Lysosome Pathway,Autophagosome closure maturation and lysosome fusion,Autophagosome-endosome docking,Proteostasis
VAMP3,ENSG00000049245,"CEB, SYB3",Autophagy-Lysosome Pathway,Autophagosome closure maturation and lysosome fusion,Autophagosome-endosome docking,Proteostasis
STX6,ENSG00000135823,(none known),Autophagy-Lysosome Pathway,Autophagosome closure maturation and lysosome fusion,Autophagosome-endosome docking,Proteostasis
RAB7A,ENSG00000075785,"CMT2B, PRO2706, RAB7",Autophagy-Lysosome Pathway,Autophagosome closure maturation and lysosome fusion,Autophagosome-lysosome docking,Proteostasis
RAB7B,ENSG00000276600,RAB7,Autophagy-Lysosome Pathway,Autophagosome closure maturation and lysosome fusion,Autophagosome-lysosome docking,Proteostasis
RAB29,ENSG00000117280,"RAB7L, RAB7L1",Autophagy-Lysosome Pathway,Autophagosome closure maturation and lysosome fusion,Autophagosome-lysosome docking,Proteostasis
MON1A,ENSG00000164077,SAND1,Autophagy-Lysosome Pathway,Autophagosome closure maturation and lysosome fusion,Autophagosome-lysosome docking,Proteostasis
MON1B,ENSG00000103111,"HSRG1, KIAA0872, SAND2, SRG1",Autophagy-Lysosome Pathway,Autophagosome closure maturation and lysosome fusion,Autophagosome-lysosome docking,Proteostasis
CCZ1,ENSG00000122674,"C7orf28A, CCZ1A, CGI-43, H_DJ1163J12.2",Autophagy-Lysosome Pathway,Autophagosome closure maturation and lysosome fusion,Autophagosome-lysosome docking,Proteostasis
CCZ1B,ENSG00000146574,"C7orf28A, C7orf28B, CCZ1, H_NH0577018.2",Autophagy-Lysosome Pathway,Autophagosome closure maturation and lysosome fusion,Autophagosome-lysosome docking,Proteostasis
RMC1,ENSG00000141452,"C18orf8, HsT2591, Mic-1, MIC1, WDR98",Autophagy-Lysosome Pathway,Autophagosome closure maturation and lysosome fusion,Autophagosome-lysosome docking,Proteostasis
LRRK1,ENSG00000154237,"KIAA1790, RIPK6, Roco1",Autophagy-Lysosome Pathway,Autophagosome closure maturation and lysosome fusion,Autophagosome-lysosome docking,Proteostasis
TBC1D2,ENSG00000095383,"PARIS-1, PARIS1, PP8997, TBC1D2A",Autophagy-Lysosome Pathway,Autophagosome closure maturation and lysosome fusion,Autophagosome-lysosome docking,Proteostasis
RAB8B,ENSG00000166128,(none known),Autophagy-Lysosome Pathway,Autophagosome closure maturation and lysosome fusion,Autophagosome-lysosome docking,Proteostasis
STX17,ENSG00000136874,(none known),Autophagy-Lysosome Pathway,Autophagosome closure maturation and lysosome fusion,Autophagosome-lysosome docking,Proteostasis
STX7,ENSG00000079950,(none known),Autophagy-Lysosome Pathway,Autophagosome closure maturation and lysosome fusion,Autophagosome-lysosome docking,Proteostasis
SNAP29,ENSG00000099940,"CEDNIK, SNAP-29",Autophagy-Lysosome Pathway,Autophagosome closure maturation and lysosome fusion,Autophagosome-lysosome docking,Proteostasis
YKT6,ENSG00000106636,(none known),Autophagy-Lysosome Pathway,Autophagosome closure maturation and lysosome fusion,Autophagosome-lysosome docking,Proteostasis
VAMP8,ENSG00000118640,"EDB, VAMP-8",Autophagy-Lysosome Pathway,Autophagosome closure maturation and lysosome fusion,Autophagosome-lysosome docking,Proteostasis
BIRC6,ENSG00000115760,"APOLLON, BRUCE, KIAA1289",Autophagy-Lysosome Pathway,Autophagosome closure maturation and lysosome fusion,Autophagosome-lysosome docking,Proteostasis
RAB21,ENSG00000080371,KIAA0118,Autophagy-Lysosome Pathway,Autophagosome closure maturation and lysosome fusion,Autophagosome-lysosome docking,Proteostasis
SBF2,ENSG00000133812,"CMT4B2, DENND7B, KIAA1766, MTMR13",Autophagy-Lysosome Pathway,Autophagosome closure maturation and lysosome fusion,Autophagosome-lysosome docking,Proteostasis
EPG5,ENSG00000152223,"HEEW1, KIAA1632, VICIS",Autophagy-Lysosome Pathway,Autophagosome closure maturation and lysosome fusion,Autophagosome-lysosome docking,Proteostasis
ATG14,ENSG00000126775,"ATG14L, BARKOR, KIAA0831",Autophagy-Lysosome Pathway,Autophagosome closure maturation and lysosome fusion,Autophagosome-lysosome docking,Proteostasis
OGT,ENSG00000147162,"HINCUT-1, HRNT1, MRX106, O-GLCNAC, OGT1",Autophagy-Lysosome Pathway,Autophagosome closure maturation and lysosome fusion,Autophagosome-lysosome docking,Proteostasis
NPC1,ENSG00000141458,"NPC, POGZ, SLC65A1",Autophagy-Lysosome Pathway,Autophagosome closure maturation and lysosome fusion,Autophagosome-lysosome docking,Proteostasis
BLOC1S1,ENSG00000135441,"BLOS1, BORCS1, GCN5L1, MICoA, RT14",Autophagy-Lysosome Pathway,Autophagosome closure maturation and lysosome fusion,Autophagosome-lysosome docking,Proteostasis
BLOC1S2,ENSG00000196072,"BLOS2, BORCS2, CEAP, CEAP11",Autophagy-Lysosome Pathway,Autophagosome closure maturation and lysosome fusion,Autophagosome-lysosome docking,Proteostasis
SNAPIN,ENSG00000143553,"BLOC1S7, BLOS7, BORCS3, SNAP25BP, SNAPAP",Autophagy-Lysosome Pathway,Autophagosome closure maturation and lysosome fusion,Autophagosome-lysosome docking,Proteostasis
KXD1,ENSG00000105700,"BORCS4, C10orf50, C19orf50, KXDL, MST096, MSTP096",Autophagy-Lysosome Pathway,Autophagosome closure maturation and lysosome fusion,Autophagosome-lysosome docking,Proteostasis
BORCS5,ENSG00000165714,"LOH12CR1, LOH1CR12",Autophagy-Lysosome Pathway,Autophagosome closure maturation and lysosome fusion,Autophagosome-lysosome docking,Proteostasis
BORCS6,ENSG00000196544,"C17orf59, PRO2472",Autophagy-Lysosome Pathway,Autophagosome closure maturation and lysosome fusion,Autophagosome-lysosome docking,Proteostasis
BORCS7,ENSG00000166275,C10orf32,Autophagy-Lysosome Pathway,Autophagosome closure maturation and lysosome fusion,Autophagosome-lysosome docking,Proteostasis
BORCS8,ENSG00000254901,MEF2BNB,Autophagy-Lysosome Pathway,Autophagosome closure maturation and lysosome fusion,Autophagosome-lysosome docking,Proteostasis
VPS11,ENSG00000160695,"END1, HLD12, hVPS11, PEP5, RNF108",Autophagy-Lysosome Pathway,Autophagosome closure maturation and lysosome fusion,Autophagosome-lysosome docking,Proteostasis
VPS16,ENSG00000215305,hVPS16,Autophagy-Lysosome Pathway,Autophagosome closure maturation and lysosome fusion,Autophagosome-lysosome docking,Proteostasis
VPS18,ENSG00000104142,"KIAA1475, PEP3",Autophagy-Lysosome Pathway,Autophagosome closure maturation and lysosome fusion,Autophagosome-lysosome docking,Proteostasis
VPS33A,ENSG00000139719,MPSPS,Autophagy-Lysosome Pathway,Autophagosome closure maturation and lysosome fusion,Autophagosome-lysosome docking,Proteostasis
VPS39,ENSG00000166887,"hVam6p, KIAA0770, TLP, VAM6",Autophagy-Lysosome Pathway,Autophagosome closure maturation and lysosome fusion,Autophagosome-lysosome docking,Proteostasis
VPS41,ENSG00000006715,"HVPS41, hVps41p, HVSP41",Autophagy-Lysosome Pathway,Autophagosome closure maturation and lysosome fusion,Autophagosome-lysosome docking,Proteostasis
ARL8A,ENSG00000143862,"ARL10B, GIE2",Autophagy-Lysosome Pathway,Autophagosome closure maturation and lysosome fusion,Autophagosome-lysosome docking,Proteostasis
ARL8B,ENSG00000134108,"ARL10C, Gie1, GIE1",Autophagy-Lysosome Pathway,Autophagosome closure maturation and lysosome fusion,Autophagosome-lysosome docking,Proteostasis
KIF1B,ENSG00000054523,"CMT2, CMT2A, CMT2A1, HMSNII, KIAA0591, KIAA1448, KLP, NBLST1",Autophagy-Lysosome Pathway,Autophagosome closure maturation and lysosome fusion,Autophagosome-lysosome docking,Proteostasis
PLEKHM2,ENSG00000116786,SKIP,Autophagy-Lysosome Pathway,Autophagosome closure maturation and lysosome fusion,Autophagosome-lysosome docking,Proteostasis
MAP1LC3A,ENSG00000101460,"ATG8E, LC3, LC3A, MAP1ALC3, MAP1BLC3",Autophagy-Lysosome Pathway,Autophagosome closure maturation and lysosome fusion,Autophagosome-lysosome docking,Proteostasis
MAP1LC3B,ENSG00000140941,"ATG8F, LC3B, MAP1A/1BLC3, MAP1ALC3, MAP1LC3B-a",Autophagy-Lysosome Pathway,Autophagosome closure maturation and lysosome fusion,Autophagosome-lysosome docking,Proteostasis
MAP1LC3C,ENSG00000197769,"ATG8J, LC3C",Autophagy-Lysosome Pathway,Autophagosome closure maturation and lysosome fusion,Autophagosome-lysosome docking,Proteostasis
GABARAP,ENSG00000170296,"ATG8A, FLC3B, GABARAP-a, MM46",Autophagy-Lysosome Pathway,Autophagosome closure maturation and lysosome fusion,Autophagosome-lysosome docking,Proteostasis
GABARAPL1,ENSG00000139112,"APG8L, APG8-LIKE, ATG8, ATG8B, ATG8L, GEC1",Autophagy-Lysosome Pathway,Autophagosome closure maturation and lysosome fusion,Autophagosome-lysosome docking,Proteostasis
GABARAPL2,ENSG00000034713,"ATG8, ATG8C, FLC3A, GATE-16, GATE16, GEF-2, GEF2",Autophagy-Lysosome Pathway,Autophagosome closure maturation and lysosome fusion,Autophagosome-lysosome docking,Proteostasis
STK3,ENSG00000104375,"KRS1, MST2",Autophagy-Lysosome Pathway,Autophagosome closure maturation and lysosome fusion,Autophagosome-lysosome docking,Proteostasis
STK4,ENSG00000101109,"KRS2, MST1, YSK3",Autophagy-Lysosome Pathway,Autophagosome closure maturation and lysosome fusion,Autophagosome-lysosome docking,Proteostasis
PLEKHM1,ENSG00000225190,"AP162, B2, KIAA0356, OPTA3, OPTB6",Autophagy-Lysosome Pathway,Autophagosome closure maturation and lysosome fusion,Autophagosome-lysosome docking,Proteostasis
RAB2A,ENSG00000104388,"LHX, RAB2",Autophagy-Lysosome Pathway,Autophagosome closure maturation and lysosome fusion,Autophagosome-lysosome docking,Proteostasis
RAB7A,ENSG00000075785,"CMT2B, PRO2706, RAB7",Autophagy-Lysosome Pathway,Autophagosome closure maturation and lysosome fusion,Autophagosome-lysosome docking,Proteostasis
RAB7B,ENSG00000276600,RAB7,Autophagy-Lysosome Pathway,Autophagosome closure maturation and lysosome fusion,Autophagosome-lysosome docking,Proteostasis
SRC,ENSG00000197122,"ASV, c-SRC, p60-Src, SRC1, THC6",Autophagy-Lysosome Pathway,Autophagosome closure maturation and lysosome fusion,Autophagosome-lysosome docking,Proteostasis
GORASP2,ENSG00000115806,"GOLPH6, GRASP55, GRS2, p59",Autophagy-Lysosome Pathway,Autophagosome closure maturation and lysosome fusion,Autophagosome-lysosome docking,Proteostasis
HDAC6,ENSG00000094631,"CPBHM, HD6, JM21, KIAA0901, PPP1R90",Autophagy-Lysosome Pathway,Autophagosome closure maturation and lysosome fusion,Autophagosome-lysosome docking,Proteostasis
CTTN,ENSG00000085733,EMS1,Autophagy-Lysosome Pathway,Autophagosome closure maturation and lysosome fusion,Autophagosome-lysosome docking,Proteostasis
TECPR1,ENSG00000205356,KIAA1358,Autophagy-Lysosome Pathway,Autophagosome closure maturation and lysosome fusion,Autophagosome-lysosome docking,Proteostasis
ATG12,ENSG00000145782,"APG12, APG12L, FBR93, HAPG12",Autophagy-Lysosome Pathway,Autophagosome closure maturation and lysosome fusion,Autophagosome-lysosome docking,Proteostasis
ATG5,ENSG00000057663,"APG5, APG5L, APG5-LIKE, ASP, hAPG5, SCAR25",Autophagy-Lysosome Pathway,Autophagosome closure maturation and lysosome fusion,Autophagosome-lysosome docking,Proteostasis
RUFY4,ENSG00000188282,ZFYVE31,Autophagy-Lysosome Pathway,Autophagosome closure maturation and lysosome fusion,Autophagosome-lysosome docking,Proteostasis
CLN3,ENSG00000188603,"BTN1, BTS, JNCL",Autophagy-Lysosome Pathway,Autophagosome closure maturation and lysosome fusion,Autophagosome-lysosome docking,Proteostasis
LAMP2,ENSG00000005893,"CD107b, DND, LAMP-2, LAMPB, LGP110, LGP-96",Autophagy-Lysosome Pathway,Autophagosome closure maturation and lysosome fusion,Autophagosome-lysosome docking,Proteostasis
TBC1D25,ENSG00000068354,"MG81, OATL1",Autophagy-Lysosome Pathway,Autophagosome closure maturation and lysosome fusion,Autophagosome-lysosome docking,Proteostasis
RAB33B,ENSG00000172007,SMC2,Autophagy-Lysosome Pathway,Autophagosome closure maturation and lysosome fusion,Autophagosome-lysosome docking,Proteostasis
RILP,ENSG00000167705,PP10141,Autophagy-Lysosome Pathway,Autophagosome closure maturation and lysosome fusion,Autophagosome-lysosome docking,Proteostasis
VTI1B,ENSG00000100568,"v-SNARE, VTI1, VTI1L, VTI1L1, VTI1-LIKE, vti1-rp1, VTI2",Autophagy-Lysosome Pathway,Autophagosome closure maturation and lysosome fusion,Autophagosome-lysosome docking,Proteostasis
VAMP7,ENSG00000124333,"SYBL1, TI-VAMP, TIVAMP, VAMP-7",Autophagy-Lysosome Pathway,Autophagosome closure maturation and lysosome fusion,Autophagosome-lysosome docking,Proteostasis
KIF5B,ENSG00000170759,"HEL-S-61, KINH, KNS, KNS1, UKHC",Autophagy-Lysosome Pathway,Autophagosome closure maturation and lysosome fusion,Localization of the lysosome,Proteostasis
MCOLN1,ENSG00000090674,"MG-2, ML1, ML4, MLIV, MST080, MSTP080, TRP-ML1, TRPM-L1, TRPML1",Autophagy-Lysosome Pathway,Autophagosome closure maturation and lysosome fusion,Ca2+ efflux,Proteostasis
MCOLN3,ENSG00000055732,"TRP-ML3, TRPML3",Autophagy-Lysosome Pathway,Autophagosome closure maturation and lysosome fusion,Ca2+ efflux,Proteostasis
RAB24,ENSG00000169228,(none known),Autophagy-Lysosome Pathway,Autophagosome closure maturation and lysosome fusion,Specific function in autophagosome maturation and lysosome fusion unknown,Proteostasis
VCP,ENSG00000165280,"CDC48, p97, TERA",Autophagy-Lysosome Pathway,Autophagosome closure maturation and lysosome fusion,Specific function in autophagosome maturation and lysosome fusion unknown,Proteostasis
ACIN1,ENSG00000100813,"ACINUS, ACN, fSAP152, KIAA0670",Autophagy-Lysosome Pathway,Autophagosome closure maturation and lysosome fusion,Specific function in autophagosome maturation and lysosome fusion unknown,Proteostasis
CDK5,ENSG00000164885,"CDKN5, LIS7, PSSALRE",Autophagy-Lysosome Pathway,Autophagosome closure maturation and lysosome fusion,Specific function in autophagosome maturation and lysosome fusion unknown,Proteostasis
CDK5R1,ENSG00000176749,"CDK5P35, CDK5R, NCK5A, p23, p25, p35, p35nck5a",Autophagy-Lysosome Pathway,Autophagosome closure maturation and lysosome fusion,Specific function in autophagosome maturation and lysosome fusion unknown,Proteostasis
DRAM1,ENSG00000136048,DRAM,Autophagy-Lysosome Pathway,Autophagosome closure maturation and lysosome fusion,Specific function in autophagosome maturation and lysosome fusion unknown,Proteostasis
DRAM2,ENSG00000156171,"CORD21, PRO180, TMEM77, WWFQ154",Autophagy-Lysosome Pathway,Autophagosome closure maturation and lysosome fusion,Specific function in autophagosome maturation and lysosome fusion unknown,Proteostasis
TMEM150B,ENSG00000180061,"DRAM3, TMEM224, TTN2",Autophagy-Lysosome Pathway,Autophagosome closure maturation and lysosome fusion,Specific function in autophagosome maturation and lysosome fusion unknown,Proteostasis
